queue_position,video_id,upload_date,final_caption,original_caption,was_translated,views,duration_s,sort_ts
517,7065697693171076357,2022-02-17,"Take that take that, bam bam 🙅‍♂️ One way then the other 🔁🔄 #fy #fyp #foryou #tomatoma #vapovapo #viral #skimboard #surf #skate #sports",Toma toma vapo vapo 🙅‍♂️ Pra um lado e pro outro 🔁🔄 #fy #fyp #foryou #tomatoma #vapovapo #viral #skimboard #surf #skate #sports,1,23800,10,1645110943
518,7065821797748395270,2022-02-17,What would this game be called? 🎮🕹 #fy #fyp #foryou #videogame #games #sports #esports #skimboard #skimboarding,Qual seria o nome do jogo? 🎮🕹 #fy #fyp #foryou #videogame #games #sports #esports #skimboard #skimboarding,1,13600,36,1645139838
519,7066104451869822214,2022-02-18,Today's session live for you all ❤️ 🏡 #fy #fyp #foryou #skimboard #surf #praia #viral #tiktokbr #riodejaneiro #surfista #carioca,Rolézin de hoje ao vivo pra vocês ❤️ 🏡 #fy #fyp #foryou #skimboard #surf #praia #viral #tiktokbr #riodejaneiro #surfista #carioca,1,32600,23,1645205649
520,7066161734771412229,2022-02-18,Careful not to get your phone wet out there 📱 💦 #fy #fyp #foryou #viral #memories #tiktokbr #funny #sports #skimboard #trick,Cuidado pra não molhar o celular de vocês ai 📱 💦 #fy #fyp #foryou #viral #memories #tiktokbr #funny #sports #skimboard #trick,1,27700,5,1645218986
521,7066377850743540997,2022-02-19,Who else plays Free Fire? Commeeeent 🔥 @furiaesports #fy #fyp #games #foryou #freefire #freefirebr #jogos,Quem ai joga Free Fire também? Comentaaaaa 🔥 @furiaesports #fy #fyp #games #foryou #freefire #freefirebr #jogos,1,8295,34,1645269305
522,7066556401480436998,2022-02-19,LIFE IS GOOD ❤️✨ #fy #fyp #foryou #viral #lifestyle #beach #cars #sports #skimboard #surf #sunset,LIFE IS GOOD ❤️✨ #fy #fyp #foryou #viral #lifestyle #beach #cars #sports #skimboard #surf #sunset,0,18800,23,1645310876
523,7066783771990691077,2022-02-20,It was so sick watching the little kids ride #skimboard at the contest 😍 #fy #fyp #foryou #kids #newgeneration #surf #contest #onfire,Foi muito irado assistir a mulecadinha andando de #skimboard no campeonato 😍 #fy #fyp #foryou #kids #newgeneration #surf #contest #onfire,1,20300,55,1645363815
524,7066948484443786501,2022-02-21,Just cruising on my @exileskimboards 🚀 #Skimboard #fy #fyp #foryou #viral #vibes #summer #verao #beach #sports #wave,Just cruising on my @exileskimboards 🚀 #Skimboard #fy #fyp #foryou #viral #vibes #summer #verao #beach #sports #wave,0,31800,12,1645402166
525,7066968378866486534,2022-02-21,Today was a good day :) Sunday funday ❤️#fy #foryou #lifestyle #goodday #summer #verao #skimboard #beach,Today was a good day :) Sunday funday ❤️#fy #foryou #lifestyle #goodday #summer #verao #skimboard #beach,0,20400,27,1645406798
526,7067191750586076421,2022-02-21,Nailed it 🕹 @furiaesports @exileskimboards @@mormaii_oficial #skimboard #skimboarding #surf #trick #skate #sports,Macetado 🕹 @furiaesports @exileskimboards @@mormaii_oficial #skimboard #skimboarding #surf #trick #skate #sports,1,32600,6,1645458805
527,7067234886804966661,2022-02-21,Today's little dive in RJ 💙💎 wearing Reserva's magic boardshorts for the first time #fy #foryou #riodejaneiro #verao #lifestyle #goodvibes #goodday #malvadao,Mergulinho de hoje no RJ 💙💎 usando pela primeira vez a bermuda mágica da Reserva #fy #foryou #riodejaneiro #verao #lifestyle #goodvibes #goodday #malvadao,1,12900,28,1645468848
528,7067596565912898822,2022-02-22,Two addictions: @bold.snacks and catching waves on the #skimboard 😂 #fy #foryou #fyp #viral #surf #praia #verao #tiktokbr,Dois vícios: @bold.snacks e pegar onda de #skimboard 😂 #fy #foryou #fyp #viral #surf #praia #verao #tiktokbr,1,240700,35,1645553058
529,7067887184753265926,2022-02-23,Que dia de #skimboard 🍇🍯#fyp #foryou #fy #skim #skimboarding #verao,Que dia de #skimboard 🍇🍯#fyp #foryou #fy #skim #skimboarding #verao,0,24400,20,1645620724
530,7067991612911078661,2022-02-23,Off to another adventure 🚀🇵🇹 #fy #fyp #foryou #nazaré #portugal #skimboard #surf #bigwaves @gigantesdenazare,Bora lá pra mais uma aventura 🚀🇵🇹 #fy #fyp #foryou #nazaré #portugal #skimboard #surf #bigwaves @gigantesdenazare,1,37800,13,1645645037
531,7069171971577236741,2022-02-26,My life be like 🔥💣 #Skimboarding #Nazare #CarnavalTikTok #fyp #fy #foryou,My life be like 🔥💣 #Skimboarding #Nazare #CarnavalTikTok #fyp #fy #foryou,0,62200,29,1645919861
532,7069364444647804165,2022-02-27,I was in Rio 🇧🇷 enjoying the #verão and out of nowhere I popped up in Nazaré 🇵🇹 to catch the biggest waves of my life! Comment below and I'll show you more 🤪 #CarnavalTikTok #Fy #fyp #fyy #vidalouca #skimboard #trend,Tava no RJ 🇧🇷 curtindo o #verão e do nada brotei em Nazaré 🇵🇹 pra pegar as maiores ondas da mina vida! Comenta aí pra eu mostrar mais 🤪 #CarnavalTikTok #Fy #fyp #fyy #vidalouca #skimboard #trend,1,55000,25,1645964675
533,7069503596471143685,2022-02-27,Taking on #Nazaré on a #Skimboard 😱🤯🤪 #fy #fyp #foryou #skimboarding #surfing #waves #bigwave #portugal,Pegando #Nazaré de #Skimboard 😱🤯🤪 #fy #fyp #foryou #skimboarding #surfing #waves #bigwave #portugal,1,190800,25,1645997074
534,7070565495317024005,2022-03-02,Came out stylish 😎💙 #fy #fyp #foryou #skimboarding #skimboard #kanyewest #lifestyle,Ficou style 😎💙 #fy #fyp #foryou #skimboarding #skimboard #kanyewest #lifestyle,1,63900,6,1646244316
535,7070589085244493062,2022-03-02,Best trend ever 🤣 #fy #fyp #foryou #fail #wipeout #epic #trend #viral #skimboarding,Best trend ever 🤣 #fy #fyp #foryou #fail #wipeout #epic #trend #viral #skimboarding,0,18400,5,1646249809
536,7070890344254098693,2022-03-03,Bad vibe 😢 Ipanema beach woke up like this today 🤮🤢 #fy #fyp #sujo #fyy #lixo #carnaval #badvibe,Bad vibe 😢 Hoje a praia de Ipanema acordou assim 🤮🤢 #fy #fyp #sujo #fyy #lixo #carnaval #badvibe,1,385100,21,1646319952
537,7071018442157083909,2022-03-03,Thanks fellas 🤙🤪 #fy #fyp #foryou #sunset #verao #summer #beach #skimboard #surf #surfista #carnaval,Valeu rapazeada 🤙🤪 #fy #fyp #foryou #sunset #verao #summer #beach #skimboard #surf #surfista #carnaval,1,11100,28,1646349777
538,7071246400872385798,2022-03-04,A day in my life ❤️🏝🔥 #skimboard #surf #skate #sports #vida #lifestyle #action #esporte #verao #surfista,Um dia na minha vida ❤️🏝🔥 #skimboard #surf #skate #sports #vida #lifestyle #action #esporte #verao #surfista,1,50200,27,1646402852
539,7071401106219207941,2022-03-05,Still / Ainda 😂 #fy #fyp #foryou #fail #funny #wipeout #error #skimboard #sports #fun,Still / Ainda 😂 #fy #fyp #foryou #fail #funny #wipeout #error #skimboard #sports #fun,0,70100,11,1646438872
540,7071606238844292358,2022-03-05,😎 Olhou?! 👓 #fy #fyp #foryou #fyy #trap #skimboard #style #lifestyle #surf,😎 Olhou?! 👓 #fy #fyp #foryou #fyy #trap #skimboard #style #lifestyle #surf,0,80600,6,1646486633
541,7071756210713808134,2022-03-05,Doing some tricks I love ❤️ #skimboard #fy #fyp #foryou #fyy #trap #surf #skimboard #skate #sports,Fazendo umas manobras que eu amo ❤️ #skimboard #fy #fyp #foryou #fyy #trap #surf #skimboard #skate #sports,1,45300,60,1646521551
542,7072037282886307078,2022-03-06,That's insane 🤣🤯 #fy #fyp #foryou #fyy #viral #tiktokbr #skimboard #surf #wipeout #fail,Que loucura 🤣🤯 #fy #fyp #foryou #fyy #viral #tiktokbr #skimboard #surf #wipeout #fail,1,16200,9,1646586993
543,7072052822149221638,2022-03-06,Cruising like a local 🍇 #fy #fyp #foryou #fyy #skimboard #surfing #surf #viral #waves #epic,Rolézinho de cria 🍇 #fy #fyp #foryou #fyy #skimboard #surfing #surf #viral #waves #epic,1,487500,22,1646590611
544,7072376067410971909,2022-03-07,This love from the fans is priceless 😍 NOTHING BUT GRATITUDE 🤩 #fy #fyp #foryou #fyy #obrigado #gratidao #blessed #lifestyle,Esse carinho dos fãs não tem preço 😍 SÓ GRATIDÃO 🤩 #fy #fyp #foryou #fyy #obrigado #gratidao #blessed #lifestyle,1,80700,24,1646665873
545,7072434994097982725,2022-03-07,Drop a comment with what you think 👇❤️ #fyp #fy #fyy #foryou #skimboard #surf #praia #verao #sunset,Comenta aí o que achou 👇❤️ #fyp #fy #fyy #foryou #skimboard #surf #praia #verao #sunset,1,346600,23,1646679592
546,7072499691954523397,2022-03-07,"Just now, this right here 🔥✨ #fy #foryou #fyp #fyy #skimboard #sunset #golden #lifestyle #gold #surf #epic #viral",Ainda agora isso ai 🔥✨ #fy #foryou #fyp #fyy #skimboard #sunset #golden #lifestyle #gold #surf #epic #viral,1,66900,10,1646694657
547,7072807933939043590,2022-03-08,Just the way I like it 🍇 #fy #fyp #foryou #surf #skate #skimboard #viral #action #esporte #sports #lifestyle #nature,Daquele jeitão 🍇 #fy #fyp #foryou #surf #skate #skimboard #viral #action #esporte #sports #lifestyle #nature,1,109500,10,1646766425
548,7072842507163372805,2022-03-08,Em breve na @redbull TV ❤️🚀 @redbullbr #fy #fyp #foryou #skimboard #nazaré #surf #sports #viral #vozdomalvadao,Em breve na @redbull TV ❤️🚀 @redbullbr #fy #fyp #foryou #skimboard #nazaré #surf #sports #viral #vozdomalvadao,0,78300,25,1646774475
549,7073173914406358278,2022-03-09,#VozDoMalvadao Skimboard no TikTok é assim 🤪 #fy #fyp #foryou #fyy #skimboarding #surfing #sports #viral,#VozDoMalvadao Skimboard no TikTok é assim 🤪 #fy #fyp #foryou #fyy #skimboarding #surfing #sports #viral,0,16800,65,1646851636
550,7073200488388349189,2022-03-09,Another day 🙏❤️🚀 #skimboard #fy #fyp #foryou #fyy #surf #sports #viral,Mais um dia 🙏❤️🚀 #skimboard #fy #fyp #foryou #fyy #surf #sports #viral,1,24600,9,1646857823
551,7073548055273950470,2022-03-10,What kind of madness was that?? 😂😂😂 #fy #fyp #foryou #crazy #viral #fun #sick #doidera #maluco,Que doidera foi essa?? 😂😂😂 #fy #fyp #foryou #crazy #viral #fun #sick #doidera #maluco,1,38700,16,1646938748
552,7073639100661763334,2022-03-11,Vibes ✨🔥❤️ #fy #fyp #foryou #lifestyle #goodvibes #beach #skimboard #surf #sunset,Vibes ✨🔥❤️ #fy #fyp #foryou #lifestyle #goodvibes #beach #skimboard #surf #sunset,0,539800,17,1646959947
553,7073875366703582470,2022-03-11,Coming in hot on my @exileskimboards 🔥🚀 #fy #fyp #foryou #viral #skimboard #surf #tricks #cominginhot,Coming in hot on my @exileskimboards 🔥🚀 #fy #fyp #foryou #viral #skimboard #surf #tricks #cominginhot,0,102300,10,1647014955
554,7073946109240020229,2022-03-11,We're ON 🔥💪 #fy #fyp #foryou #fyy #viral #tiktokbrasil #surf,Tamo ON 🔥💪 #fy #fyp #foryou #fyy #viral #tiktokbrasil #surf,1,69300,11,1647031427
555,7074340915464211717,2022-03-12,What a beauty 🥰 #fy #fyp #foryou #viral #tiktokbrasil #skimboard #surf #skate #sports,Que belezura 🥰 #fy #fyp #foryou #viral #tiktokbrasil #skimboard #surf #skate #sports,1,62800,16,1647123349
556,7074764409918262533,2022-03-14,The famous SNACK 🍖 #fy #fyp #foryou #fyy #skimboard #surf #sports #waves #beach,Famoso PETISCO 🍖 #fy #fyp #foryou #fyy #skimboard #surf #sports #waves #beach,1,278200,14,1647221953
557,7074971376427240710,2022-03-14,FOLLOW YOUR DREAMS! It's gonna work out 🙏❤️ #fy #fyp #motivacional #goodvibe #bomdia #inspiraçao #skimboard #surfista,SIGA SEUS SONHOS! Vai dar certo 🙏❤️ #fy #fyp #motivacional #goodvibe #bomdia #inspiraçao #skimboard #surfista,1,73900,8,1647270141
558,7075124110006750470,2022-03-15,No idea what caption to put so I'm counting on you guys in the comments 🤪🙏 #fy #fyp #foryou #skimboard #surf #trick #viral,Não sei que legenda botar então conto com a ajuda de vocês nos comentários 🤪🙏 #fy #fyp #foryou #skimboard #surf #trick #viral,1,63500,10,1647305702
559,7075370605909937413,2022-03-15,Wowwwww 💥 #fy #fyp #foryou #fyy #skimboard #surf #skate #tricks #summer #lifestyle,Wowwwww 💥 #fy #fyp #foryou #fyy #skimboard #surf #skate #tricks #summer #lifestyle,0,104700,6,1647363093
560,7075616107486334214,2022-03-16,You gotta get wrecked a whole lot to get anywhere in life 😂 SKIMBOARD in NAZARÉ 😍 #fy #fyp #foryou #fyy #skimboard #surf #bigwaves #nazare,Tem que se füdër muito pra conseguir algo na vida 😂 SKIMBOARD em NAZARÉ 😍 #fy #fyp #foryou #fyy #skimboard #surf #bigwaves #nazare,1,16300,60,1647420255
561,7077576768307072261,2022-03-21,"Catch these #AdventureVibes 🔥 MARCH 22, 2022 my film “SKIMBOARD NAZARÉ” premieres on @redbullTV 🤩 #fy #fyy #fyp #surf #skimboard #sports #viral",Pega essa #AdventureVibes 🔥 DIA 22 de Março de 2022 estréia meu filme “SKIMBOARD NAZARÉ” na @redbullTV 🤩 #fy #fyy #fyp #surf #skimboard #sports #viral,1,8395,50,1647876755
562,7077679507687181573,2022-03-21,Have you ever seen this?! Catching a wave in a pool on a #skimboard 🤩 #fy #fyp #foryou #fyy #surf #epic #viral #AdventureVibes,Você já viu isso?! Pegando onda numa piscina com a prancha de #skimboard 🤩 #fy #fyp #foryou #fyy #surf #epic #viral #AdventureVibes,1,183600,33,1647900676
563,7078070372670688518,2022-03-22,SKIMBOARD NAZARÉ TÁ ON 🚨 na REDBULL TV 🔥 @redbullbr @Lucas Chumbo #fy #fyp #foryou #skimboard #surf #redbull #viral #movie #filme #adventurevibes,SKIMBOARD NAZARÉ TÁ ON 🚨 na REDBULL TV 🔥 @redbullbr @Lucas Chumbo #fy #fyp #foryou #skimboard #surf #redbull #viral #movie #filme #adventurevibes,0,142800,15,1647991682
564,7078323408739634438,2022-03-23,If you've got friends you've got everything! Saved my @exileskimboards board 🤩 #fy #fyp #foryou #story #stories #fyy #AdventureVibes #skimboard #surf #wipeout #fail,Quem tem amigo tem tudo! Salvou minha prancha da @exileskimboards 🤩 #fy #fyp #foryou #story #stories #fyy #AdventureVibes #skimboard #surf #wipeout #fail,1,85100,49,1648050596
565,7078324426533571846,2022-03-23,What a day 🙌💙 part 1 in the previous video 🧐 #fy #fyp #foryou #adventurevibes #surf #skimboard #barrel #waves #actionsports #epic #viral,Que dia 🙌💙 parte 1 no vídeo anterior 🧐 #fy #fyp #foryou #adventurevibes #surf #skimboard #barrel #waves #actionsports #epic #viral,1,17500,19,1648050833
566,7078673037767216390,2022-03-24,I caught a giant wave on a #Skimboard out in Nazaré and @redbullbr made a film about the whole story 🤩 Go watch it 🚀 #VibesDeAventura #fy #fyp #foryou #fyy #viral,Eu peguei uma onda gigante de #Skimboard lá em Nazaré e a @redbullbr fez um filme sobre essa história 🤩 Vai lá assistir 🚀 #VibesDeAventura #fy #fyp #foryou #fyy #viral,1,22900,30,1648132000
567,7078785584084323589,2022-03-24,Was that cringe? 😅😂 hahahahaha #fy #fyp #foryou #fyy #VibesDeAventura #tiktokbr,Ficou cringe? 😅😂 kkkkkkk #fy #fyp #foryou #fyy #VibesDeAventura #tiktokbr,1,32800,7,1648158204
568,7079119868292910342,2022-03-25,Skimboard is unlimited fun 🎮 🕹 #VibesDeAventura #skimboard #surf #skate #sports #fun #games,Skimboard é diversão ilimitada 🎮 🕹 #VibesDeAventura #skimboard #surf #skate #sports #fun #games,1,1200000,13,1648236036
569,7079363336802012422,2022-03-26,Went wrong but turned out right 🤪😂 #VibesDeAventura #fail #wipeout #fy #fyy #fyp #tiktokbr #viral #skimboard #surf #skate,Deu ruim mas deu bom 🤪😂 #VibesDeAventura #fail #wipeout #fy #fyy #fyp #tiktokbr #viral #skimboard #surf #skate,1,704400,7,1648292724
570,7079810313842887941,2022-03-27,Did that go right or wrong?! #fy #fyp #epic #fail #viral #tiktokbr #fyy #foryou #skimboard #vibesdeaventura,Deu bom ou deu ruim?! #fy #fyp #epic #fail #viral #tiktokbr #fyy #foryou #skimboard #vibesdeaventura,1,339700,7,1648396793
571,7079927081903066373,2022-03-27,Anitta + Skim 🏆❤️🍇🇧🇷🤣 #fy #fyy #fyp #anitta #envolver #tiktokbr #skimboard,Anitta + Skim 🏆❤️🍇🇧🇷🤣 #fy #fyy #fyp #anitta #envolver #tiktokbr #skimboard,0,66400,23,1648423981
572,7080320694344518918,2022-03-29,Forget everything else 🍇🍯 #fy #fyy #fyp #foryou #surf #skate #skimboard #sports #epic,Esqueça tudo 🍇🍯 #fy #fyy #fyp #foryou #surf #skate #skimboard #sports #epic,1,1100000,7,1648515626
573,7080542036683721990,2022-03-29,Just playing @exileskimboards ❤️ #fy #fyy #fyp #foryou #skimboard #surf #waves #fun #beach #sports #ocean,Just playing @exileskimboards ❤️ #fy #fyy #fyp #foryou #skimboard #surf #waves #fun #beach #sports #ocean,0,55700,56,1648567161
574,7080660681392917765,2022-03-29,Blessed ✨🙌 #fy #fyy #fyp #foryou #VibesDeAventura #Yeah #skimboard #tiktokbr #viral #video,Blessed ✨🙌 #fy #fyy #fyp #foryou #VibesDeAventura #Yeah #skimboard #tiktokbr #viral #video,0,56800,14,1648594785
575,7081024704689097990,2022-03-30,Onde der noix marola 🤪 RITMIN #fy #fyy #fyp #foryou #challenge #fun #water #skimboard #skateboard #surfing,Onde der noix marola 🤪 RITMIN #fy #fyy #fyp #foryou #challenge #fun #water #skimboard #skateboard #surfing,0,1200000,11,1648679541
576,7082081706743762181,2022-04-02,POROROCA 💚 Catching a wave on a #skimboard in the middle of the Amazon 🇧🇷🤯 #fy #fyp #foryou #vocesabia #brasil #pororoca #surf #viral,POROROCA 💚 Pegando uma onda de #skimboard no meio da Amazônia 🇧🇷🤯 #fy #fyp #foryou #vocesabia #brasil #pororoca #surf #viral,1,70800,32,1648925643
577,7082335569434381574,2022-04-03,Another day catching waves in the middle of the Amazon River 🤩🇧🇷 #fy #fyy #fyp #foryou #amazonia #brasil #praias #river #skimboard #surfe,Mais um dia pegando onda no meio do Rio Amazonas 🤩🇧🇷 #fy #fyy #fyp #foryou #amazonia #brasil #praias #river #skimboard #surfe,1,80700,24,1648984750
